,Date,Travel Product,Sessions - This Year,Bookings - This Year,Revenue - This Year,Spend - This Year,Day of Month,Day of Week,Week,Month,Quarter,Year,Sessions - Last Year,Bookings - Last Year,Revenue - Last Year,Spend - Last Year,Category,Birst Category,GA Category
14024,2017-11-09,Stark Inline Flight,2691,95,0.0,4728,9,3,45,11,4,2017,3079,94,0.0,1913,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14025,2018-11-08,Stark Inline Flight,3364,96,1486.38,4675,8,3,45,11,4,2018,2216,117,0.0,2215,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14026,2017-11-10,Stark Inline Flight,3030,90,0.0,2513,10,4,45,11,4,2017,3435,109,0.0,1848,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14027,2018-11-09,Stark Inline Flight,3485,63,0.0,4078,9,4,45,11,4,2018,3525,44,0.0,3560,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14028,2017-11-11,Stark Inline Flight,3274,73,0.0,2878,11,5,45,11,4,2017,4293,123,0.0,3066,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14029,2018-11-10,Stark Inline Flight,3344,103,0.0,5913,10,5,45,11,4,2018,4096,123,0.0,3097,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14030,2017-11-05,Stark Inline Flight,2628,92,0.0,2118,5,6,45,11,4,2017,3732,78,0.0,2388,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14031,2018-11-04,Stark Inline Flight,3921,66,0.0,2655,4,6,45,11,4,2018,4026,117,0.0,1661,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14032,2017-11-13,Stark Inline Flight,3323,67,0.0,2822,13,0,46,11,4,2017,5257,129,0.0,3468,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14033,2018-11-12,Stark Inline Flight,3576,69,0.0,2066,12,0,46,11,4,2018,2028,85,0.0,2326,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14034,2017-11-14,Stark Inline Flight,4548,106,0.0,4108,14,1,46,11,4,2017,2433,77,0.0,1948,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14035,2018-11-13,Stark Inline Flight,4245,100,0.0,2322,13,1,46,11,4,2018,3595,111,0.0,3392,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14036,2017-11-15,Stark Inline Flight,3340,97,0.0,3748,15,2,46,11,4,2017,1568,80,0.0,3249,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14037,2018-11-14,Stark Inline Flight,4317,104,0.0,2621,14,2,46,11,4,2018,3263,99,0.0,4330,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14038,2017-11-16,Stark Inline Flight,4688,119,0.0,2318,16,3,46,11,4,2017,4614,93,0.0,4765,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14039,2018-11-15,Stark Inline Flight,3934,56,0.0,4945,15,3,46,11,4,2018,4165,84,0.0,3856,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14040,2017-11-17,Stark Inline Flight,4293,94,0.0,3622,17,4,46,11,4,2017,3351,132,0.0,2830,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14041,2018-11-16,Stark Inline Flight,3373,87,0.0,3765,16,4,46,11,4,2018,3512,78,0.0,3720,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14042,2017-11-18,Stark Inline Flight,4228,111,0.0,1710,18,5,46,11,4,2017,4628,85,0.0,4410,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14043,2018-11-17,Stark Inline Flight,2546,89,0.0,1479,17,5,46,11,4,2018,3231,102,0.0,1522,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14044,2017-11-12,Stark Inline Flight,3201,83,0.0,1009,12,6,46,11,4,2017,2962,68,0.0,1676,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14045,2018-11-11,Stark Inline Flight,2739,55,0.0,3143,11,6,46,11,4,2018,3876,86,0.0,2123,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14046,2017-11-20,Stark Inline Flight,2925,116,0.0,2334,20,0,47,11,4,2017,3265,67,0.0,2017,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14047,2018-11-19,Stark Inline Flight,3301,72,0.0,3417,19,0,47,11,4,2018,3492,63,0.0,2055,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14048,2017-11-21,Stark Inline Flight,4066,80,0.0,4508,21,1,47,11,4,2017,1693,91,0.0,4437,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14049,2018-11-20,Stark Inline Flight,4198,93,0.0,4306,20,1,47,11,4,2018,3362,108,0.0,3142,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14050,2017-11-22,Stark Inline Flight,1963,82,0.0,2355,22,2,47,11,4,2017,2272,65,0.0,3324,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14051,2018-11-21,Stark Inline Flight,3270,85,0.0,2277,21,2,47,11,4,2018,3204,84,0.0,3249,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14052,2017-11-23,Stark Inline Flight,5259,86,0.0,2653,23,3,47,11,4,2017,2851,84,0.0,2476,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14053,2018-11-22,Stark Inline Flight,3226,92,0.0,3678,22,3,47,11,4,2018,3189,73,0.0,1525,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14054,2017-11-24,Stark Inline Flight,2928,93,0.0,2844,24,4,47,11,4,2017,4252,87,0.0,4743,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14055,2018-11-23,Stark Inline Flight,3413,82,0.0,1640,23,4,47,11,4,2018,1830,62,0.0,2965,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14056,2017-11-25,Stark Inline Flight,4546,83,0.0,3312,25,5,47,11,4,2017,4542,78,0.0,1799,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14057,2018-11-24,Stark Inline Flight,3463,78,1477.26,805,24,5,47,11,4,2018,3205,17,0.0,2215,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14058,2017-11-19,Stark Inline Flight,3461,114,0.0,3360,19,6,47,11,4,2017,3000,127,0.0,2328,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14059,2018-11-18,Stark Inline Flight,3831,75,0.0,4627,18,6,47,11,4,2018,2375,75,0.0,2539,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14060,2017-11-27,Stark Inline Flight,2979,79,0.0,2141,27,0,48,11,4,2017,1655,69,0.0,1892,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14061,2018-11-26,Stark Inline Flight,3370,58,0.0,4663,26,0,48,11,4,2018,3207,81,0.0,2889,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14062,2017-11-28,Stark Inline Flight,2675,116,0.0,2873,28,1,48,11,4,2017,1775,65,0.0,3226,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14063,2018-11-27,Stark Inline Flight,3857,65,0.0,2540,27,1,48,11,4,2018,4297,102,0.0,2946,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14064,2017-11-29,Stark Inline Flight,3409,52,0.0,3550,29,2,48,11,4,2017,2162,79,0.0,4590,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14065,2018-11-28,Stark Inline Flight,3889,53,0.0,2326,28,2,48,11,4,2018,4792,50,0.0,1703,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14066,2017-11-30,Stark Inline Flight,2190,85,0.0,2286,30,3,48,11,4,2017,2754,82,0.0,3482,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14067,2018-11-29,Stark Inline Flight,3592,60,0.0,2985,29,3,48,11,4,2018,2664,105,0.0,5185,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14068,2017-12-01,Stark Inline Flight,2739,54,0.0,4408,1,4,48,12,4,2017,3440,103,0.0,2104,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14069,2018-11-30,Stark Inline Flight,4085,75,0.0,2171,30,4,48,11,4,2018,3350,100,0.0,3966,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14070,2017-12-02,Stark Inline Flight,3475,89,0.0,2136,2,5,48,12,4,2017,3859,75,0.0,4863,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14071,2018-12-01,Stark Inline Flight,3345,61,0.0,1572,1,5,48,12,4,2018,3132,107,0.0,1378,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14072,2017-11-26,Stark Inline Flight,3137,67,0.0,2826,26,6,48,11,4,2017,3537,109,0.0,3173,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14073,2018-11-25,Stark Inline Flight,4395,77,0.0,1445,25,6,48,11,4,2018,3682,90,0.0,4381,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14074,2017-12-04,Stark Inline Flight,4687,68,0.0,1145,4,0,49,12,4,2017,3651,111,0.0,1863,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14075,2018-12-03,Stark Inline Flight,4211,81,0.0,2015,3,0,49,12,4,2018,4510,61,0.0,3120,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14076,2017-12-05,Stark Inline Flight,3521,81,0.0,2083,5,1,49,12,4,2017,3385,91,0.0,1703,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14077,2018-12-04,Stark Inline Flight,3579,93,0.0,3367,4,1,49,12,4,2018,3549,88,0.0,2618,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14078,2017-12-06,Stark Inline Flight,3630,107,0.0,3786,6,2,49,12,4,2017,4058,96,0.0,2100,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14079,2018-12-05,Stark Inline Flight,3724,64,0.0,3094,5,2,49,12,4,2018,2062,83,0.0,2277,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14080,2017-12-07,Stark Inline Flight,3713,98,0.0,1921,7,3,49,12,4,2017,2930,79,0.0,2386,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14081,2018-12-06,Stark Inline Flight,4088,116,0.0,3843,6,3,49,12,4,2018,2762,102,0.0,3173,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14082,2017-12-08,Stark Inline Flight,3686,68,0.0,1363,8,4,49,12,4,2017,3203,104,0.0,3410,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14083,2018-12-07,Stark Inline Flight,2394,83,0.0,4992,7,4,49,12,4,2018,3273,112,0.0,1727,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14084,2017-12-09,Stark Inline Flight,3586,93,0.0,3057,9,5,49,12,4,2017,1847,122,0.0,2473,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14085,2018-12-08,Stark Inline Flight,2372,77,0.0,4342,8,5,49,12,4,2018,4329,69,0.0,3142,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14086,2017-12-03,Stark Inline Flight,4068,74,0.0,3278,3,6,49,12,4,2017,2959,96,0.0,2860,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14087,2018-12-02,Stark Inline Flight,2981,72,0.0,3626,2,6,49,12,4,2018,3671,109,0.0,3851,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14088,2017-12-11,Stark Inline Flight,3171,87,0.0,3669,11,0,50,12,4,2017,4665,101,0.0,3347,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14089,2018-12-10,Stark Inline Flight,3227,90,0.0,2701,10,0,50,12,4,2018,2482,101,0.0,2602,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14090,2017-12-12,Stark Inline Flight,3612,62,0.0,1720,12,1,50,12,4,2017,3626,61,0.0,1549,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14091,2018-12-11,Stark Inline Flight,2996,99,0.0,3645,11,1,50,12,4,2018,3374,94,0.0,3404,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14092,2017-12-13,Stark Inline Flight,3335,68,0.0,2417,13,2,50,12,4,2017,3080,53,0.0,797,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14093,2018-12-12,Stark Inline Flight,2922,76,0.0,2409,12,2,50,12,4,2018,3666,102,0.0,3021,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14094,2017-12-14,Stark Inline Flight,2311,117,0.0,3580,14,3,50,12,4,2017,4877,79,0.0,3957,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14095,2018-12-13,Stark Inline Flight,2505,62,0.0,5057,13,3,50,12,4,2018,1781,77,0.0,4094,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14096,2017-12-15,Stark Inline Flight,2901,100,0.0,4029,15,4,50,12,4,2017,1803,81,0.0,2418,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14097,2018-12-14,Stark Inline Flight,2590,88,0.0,4430,14,4,50,12,4,2018,2670,74,0.0,3195,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14098,2017-12-16,Stark Inline Flight,2776,119,0.0,1941,16,5,50,12,4,2017,2033,104,0.0,2554,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14099,2018-12-15,Stark Inline Flight,3101,113,0.0,2174,15,5,50,12,4,2018,3098,97,0.0,3383,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14100,2017-12-10,Stark Inline Flight,4175,76,0.0,2441,10,6,50,12,4,2017,3288,50,0.0,4393,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14101,2018-12-09,Stark Inline Flight,3442,67,0.0,3590,9,6,50,12,4,2018,2984,91,0.0,2949,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14102,2017-12-18,Stark Inline Flight,2787,81,0.0,3447,18,0,51,12,4,2017,3896,87,0.0,2320,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14103,2018-12-17,Stark Inline Flight,2016,67,2949.71,3782,17,0,51,12,4,2018,1736,90,0.0,2286,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14104,2017-12-19,Stark Inline Flight,2484,99,0.0,5000,19,1,51,12,4,2017,3197,80,0.0,4307,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14105,2018-12-18,Stark Inline Flight,2648,88,0.0,1311,18,1,51,12,4,2018,1667,85,0.0,2127,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14106,2017-12-20,Stark Inline Flight,3178,120,0.0,4536,20,2,51,12,4,2017,3325,43,0.0,3098,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14107,2018-12-19,Stark Inline Flight,4710,78,0.0,3169,19,2,51,12,4,2018,3221,56,0.0,2743,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14108,2017-12-21,Stark Inline Flight,3150,72,0.0,4264,21,3,51,12,4,2017,2837,93,0.0,1848,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14109,2018-12-20,Stark Inline Flight,2593,94,0.0,3086,20,3,51,12,4,2018,4609,68,0.0,3814,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14110,2017-12-22,Stark Inline Flight,3609,90,0.0,3554,22,4,51,12,4,2017,4672,85,0.0,859,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14111,2018-12-21,Stark Inline Flight,3213,62,0.0,3393,21,4,51,12,4,2018,3819,81,0.0,3253,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14112,2017-12-23,Stark Inline Flight,4186,106,0.0,2848,23,5,51,12,4,2017,2135,64,0.0,2796,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14113,2018-12-22,Stark Inline Flight,3080,80,0.0,2045,22,5,51,12,4,2018,3433,67,0.0,5097,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14114,2017-12-17,Stark Inline Flight,2741,70,0.0,2549,17,6,51,12,4,2017,2104,114,0.0,3150,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14115,2018-12-16,Stark Inline Flight,3164,88,0.0,4114,16,6,51,12,4,2018,3273,100,0.0,2342,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14116,2017-12-25,Stark Inline Flight,3693,97,0.0,1265,25,0,52,12,4,2017,3450,95,0.0,2107,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14117,2018-12-24,Stark Inline Flight,2561,85,0.0,3563,24,0,52,12,4,2018,2217,74,0.0,3192,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14118,2017-12-26,Stark Inline Flight,2613,102,0.0,3414,26,1,52,12,4,2017,4669,114,0.0,2418,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14119,2018-12-25,Stark Inline Flight,2503,109,0.0,4235,25,1,52,12,4,2018,2472,81,0.0,2300,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14120,2017-12-27,Stark Inline Flight,4041,99,0.0,3349,27,2,52,12,4,2017,4849,65,0.0,2508,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14121,2018-12-26,Stark Inline Flight,3736,83,0.0,3233,26,2,52,12,4,2018,2797,76,0.0,2107,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14122,2017-12-28,Stark Inline Flight,1662,81,0.0,3922,28,3,52,12,4,2017,2422,80,0.0,1060,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14123,2018-12-27,Stark Inline Flight,2943,65,0.0,2822,27,3,52,12,4,2018,3334,104,0.0,4638,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14124,2017-12-29,Stark Inline Flight,4055,97,0.0,2383,29,4,52,12,4,2017,3337,47,0.0,3953,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14125,2018-12-28,Stark Inline Flight,4161,102,0.0,648,28,4,52,12,4,2018,3388,78,0.0,2368,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14126,2017-12-30,Stark Inline Flight,3297,83,0.0,1612,30,5,52,12,4,2017,3049,86,0.0,4253,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14127,2018-12-29,Stark Inline Flight,4227,83,0.0,1529,29,5,52,12,4,2018,2075,94,0.0,1618,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14128,2017-12-24,Stark Inline Flight,2730,90,0.0,2169,24,6,52,12,4,2017,4053,96,0.0,1244,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14129,2018-12-23,Stark Inline Flight,2922,91,0.0,3686,23,6,52,12,4,2018,3799,106,0.0,2412,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14130,2017-01-02,Stark Inline Hotel,3399,116,0.0,3081,2,0,1,1,1,2017,4162,94,0.0,2655,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14131,2018-01-01,Stark Inline Hotel,3187,72,0.0,3907,1,0,1,1,1,2018,4148,86,0.0,863,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14132,2018-12-31,Stark Inline Hotel,2180,68,0.0,1991,31,0,1,12,4,2019,3181,103,0.0,3928,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14133,2017-01-03,Stark Inline Hotel,2764,65,0.0,991,3,1,1,1,1,2017,3703,80,0.0,2526,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14134,2018-01-02,Stark Inline Hotel,2208,84,0.0,3544,2,1,1,1,1,2018,2443,71,0.0,4598,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14135,2019-01-01,Stark Inline Hotel,2047,78,0.0,3052,1,1,1,1,1,2019,3224,67,0.0,4223,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14136,2017-01-04,Stark Inline Hotel,4245,49,0.0,1374,4,2,1,1,1,2017,4488,112,0.0,1247,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14137,2018-01-03,Stark Inline Hotel,3736,89,0.0,2184,3,2,1,1,1,2018,2442,56,0.0,3104,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14138,2019-01-02,Stark Inline Hotel,2227,83,0.0,3986,2,2,1,1,1,2019,2906,83,0.0,1579,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14139,2017-01-05,Stark Inline Hotel,2671,61,0.0,1283,5,3,1,1,1,2017,3813,81,0.0,3309,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14140,2018-01-04,Stark Inline Hotel,4430,102,0.0,4031,4,3,1,1,1,2018,3102,98,0.0,2879,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14141,2019-01-03,Stark Inline Hotel,3177,97,0.0,3221,3,3,1,1,1,2019,4284,69,0.0,2149,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14142,2017-01-06,Stark Inline Hotel,3842,91,0.0,3256,6,4,1,1,1,2017,1322,92,0.0,2241,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14143,2018-01-05,Stark Inline Hotel,4521,97,0.0,1818,5,4,1,1,1,2018,2373,102,0.0,1650,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14144,2019-01-04,Stark Inline Hotel,4094,59,0.0,3032,4,4,1,1,1,2019,4021,99,0.0,3037,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14145,2017-01-07,Stark Inline Hotel,2666,100,0.0,4575,7,5,1,1,1,2017,2433,72,0.0,3179,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14146,2018-01-06,Stark Inline Hotel,3514,94,0.0,3574,6,5,1,1,1,2018,4662,89,0.0,3632,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14147,2019-01-05,Stark Inline Hotel,2410,56,0.0,4131,5,5,1,1,1,2019,3418,61,0.0,3531,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14148,2017-01-01,Stark Inline Hotel,2952,52,0.0,4061,1,6,1,1,1,2017,4006,73,0.0,3326,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14149,2017-12-31,Stark Inline Hotel,4214,84,0.0,2242,31,6,1,12,4,2018,3174,91,0.0,3896,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14150,2018-12-30,Stark Inline Hotel,2538,80,0.0,3884,30,6,1,12,4,2019,3124,90,0.0,2009,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14151,2017-01-09,Stark Inline Hotel,4112,89,0.0,2961,9,0,2,1,1,2017,3123,75,0.0,3633,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14152,2018-01-08,Stark Inline Hotel,3294,104,0.0,1997,8,0,2,1,1,2018,3522,88,0.0,4503,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14153,2019-01-07,Stark Inline Hotel,3229,87,0.0,3285,7,0,2,1,1,2019,5002,63,0.0,3695,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14154,2017-01-10,Stark Inline Hotel,2989,79,0.0,1838,10,1,2,1,1,2017,4213,100,0.0,3320,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14155,2018-01-09,Stark Inline Hotel,2329,86,0.0,4007,9,1,2,1,1,2018,3262,61,0.0,5384,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14156,2019-01-08,Stark Inline Hotel,3311,67,0.0,2755,8,1,2,1,1,2019,3764,104,0.0,3034,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14157,2017-01-11,Stark Inline Hotel,2004,63,0.0,3714,11,2,2,1,1,2017,1596,113,0.0,3227,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14158,2018-01-10,Stark Inline Hotel,2562,86,0.0,2781,10,2,2,1,1,2018,3496,107,0.0,3780,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14159,2019-01-09,Stark Inline Hotel,3116,98,0.0,1474,9,2,2,1,1,2019,2457,92,0.0,3467,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14160,2017-01-12,Stark Inline Hotel,4705,91,0.0,1503,12,3,2,1,1,2017,2628,94,0.0,2011,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14161,2018-01-11,Stark Inline Hotel,3773,106,0.0,3853,11,3,2,1,1,2018,2726,78,0.0,3890,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14162,2019-01-10,Stark Inline Hotel,2641,74,0.0,1754,10,3,2,1,1,2019,2718,73,0.0,2589,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14163,2017-01-13,Stark Inline Hotel,3927,66,0.0,2471,13,4,2,1,1,2017,4258,93,0.0,3365,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14164,2018-01-12,Stark Inline Hotel,4564,82,0.0,4005,12,4,2,1,1,2018,1953,91,0.0,4943,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14165,2019-01-11,Stark Inline Hotel,3154,93,0.0,3531,11,4,2,1,1,2019,3487,88,0.0,902,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14166,2017-01-14,Stark Inline Hotel,3388,63,0.0,2664,14,5,2,1,1,2017,3143,71,0.0,1605,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14167,2018-01-13,Stark Inline Hotel,4190,59,0.0,4132,13,5,2,1,1,2018,3189,74,0.0,1374,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14168,2019-01-12,Stark Inline Hotel,3602,125,0.0,3938,12,5,2,1,1,2019,3132,96,0.0,1483,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14169,2017-01-08,Stark Inline Hotel,3422,81,0.0,2687,8,6,2,1,1,2017,1364,89,0.0,3854,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14170,2018-01-07,Stark Inline Hotel,1457,60,0.0,2380,7,6,2,1,1,2018,3969,97,0.0,4406,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14171,2019-01-06,Stark Inline Hotel,1968,115,0.0,2511,6,6,2,1,1,2019,3222,78,0.0,2477,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14172,2017-01-16,Stark Inline Hotel,3470,78,0.0,489,16,0,3,1,1,2017,4195,75,0.0,4134,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14173,2018-01-15,Stark Inline Hotel,3649,105,0.0,1604,15,0,3,1,1,2018,2726,79,0.0,2175,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14174,2019-01-14,Stark Inline Hotel,4180,86,0.0,3996,14,0,3,1,1,2019,2265,88,0.0,4619,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14175,2017-01-17,Stark Inline Hotel,3518,107,0.0,3567,17,1,3,1,1,2017,3134,92,0.0,2955,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14176,2018-01-16,Stark Inline Hotel,4304,98,0.0,3464,16,1,3,1,1,2018,3657,101,0.0,3793,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14177,2019-01-15,Stark Inline Hotel,4430,105,0.0,4684,15,1,3,1,1,2019,2515,62,0.0,2636,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14178,2017-01-18,Stark Inline Hotel,3203,52,0.0,4390,18,2,3,1,1,2017,4193,106,0.0,2708,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14179,2018-01-17,Stark Inline Hotel,3557,79,0.0,3559,17,2,3,1,1,2018,2499,88,0.0,2883,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
14180,2019-01-16,Stark Inline Hotel,3501,81,0.0,3003,16,2,3,1,1,2019,3365,114,0.0,4486,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
